Date/Time	Parameter	Value	Parameter	Value	QF	QC Note
05/27/2019 09:17	SST (C)	8.932	Salinity	29.991	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
05/27/2019 12:17	SST (C)	12.067	Salinity	29.159	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
05/27/2019 15:17	SST (C)	12.208	Salinity	29.086	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
05/27/2019 18:17	SST (C)	11.227	Salinity	29.336	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
05/27/2019 21:17	SST (C)	11.69	Salinity	29.312	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
05/28/2019 00:17	SST (C)	10.732	Salinity	29.586	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
05/28/2019 03:17	SST (C)	11.025	Salinity	29.509	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
05/28/2019 06:17	SST (C)	11.554	Salinity	29.353	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
05/28/2019 09:17	SST (C)	11.379	Salinity	29.407	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
05/28/2019 12:17	SST (C)	10.115	Salinity	29.682	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
05/28/2019 15:17	SST (C)	12.172	Salinity	29.166	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
05/28/2019 18:17	SST (C)	10.856	Salinity	29.504	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
05/28/2019 21:17	SST (C)	10.871	Salinity	29.49	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
05/29/2019 00:17	SST (C)	13.442	Salinity	29.576	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
05/29/2019 03:17	SST (C)	13.424	Salinity	29.624	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
05/29/2019 06:17	SST (C)	13.034	Salinity	29.412	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
05/29/2019 09:17	SST (C)	13.522	Salinity	29.568	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
05/29/2019 12:17	SST (C)	13.3	Salinity	29.547	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
05/29/2019 15:17	SST (C)	13.24	Salinity	29.718	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
05/29/2019 18:17	SST (C)	10.631	Salinity	29.553	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
05/29/2019 21:17	SST (C)	13.762	Salinity	29.48	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
05/30/2019 00:17	SST (C)	14.074	Salinity	29.433	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
05/30/2019 03:17	SST (C)	13.98	Salinity	29.596	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
05/30/2019 06:17	SST (C)	13.824	Salinity	29.426	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
05/30/2019 09:17	SST (C)	13.63	Salinity	29.732	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
05/30/2019 12:17	SST (C)	13.3	Salinity	29.354	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
05/30/2019 15:17	SST (C)	13.322	Salinity	29.933	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
05/30/2019 18:17	SST (C)	13.48	Salinity	29.605	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
05/30/2019 21:17	SST (C)	13.68	Salinity	29.719	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
05/31/2019 00:17	SST (C)	13.828	Salinity	29.668	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
05/31/2019 03:17	SST (C)	13.512	Salinity	29.992	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
05/31/2019 06:17	SST (C)	13.372	Salinity	29.77	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
05/31/2019 09:17	SST (C)	13.356	Salinity	29.84	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
05/31/2019 12:17	SST (C)	13.404	Salinity	29.712	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
05/31/2019 15:17	SST (C)	13.32	Salinity	29.816	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
05/31/2019 18:17	SST (C)	13.23	Salinity	29.911	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
05/31/2019 21:17	SST (C)	13.752	Salinity	29.866	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/01/2019 00:17	SST (C)	13.338	Salinity	29.942	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/01/2019 03:17	SST (C)	13.012	Salinity	29.937	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/01/2019 06:17	SST (C)	12.46	Salinity	29.882	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/01/2019 09:17	SST (C)	12.82	Salinity	29.907	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/01/2019 12:17	SST (C)	12.658	Salinity	29.9	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/01/2019 15:17	SST (C)	12.544	Salinity	29.726	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/01/2019 18:17	SST (C)	12.94	Salinity	29.949	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/01/2019 21:17	SST (C)	12.466	Salinity	29.899	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/02/2019 00:17	SST (C)	13.184	Salinity	29.99	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/02/2019 03:17	SST (C)	12.832	Salinity	30.079	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/02/2019 06:17	SST (C)	12.544	Salinity	30.077	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/02/2019 09:17	SST (C)	12.444	Salinity	29.933	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/02/2019 12:17	SST (C)	12.484	Salinity	29.953	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/02/2019 15:17	SST (C)	12.668	Salinity	30.015	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/02/2019 18:17	SST (C)	12.976	Salinity	29.704	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/02/2019 21:17	SST (C)	13	Salinity	29.721	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/03/2019 00:17	SST (C)	13.074	Salinity	29.898	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/03/2019 03:17	SST (C)	12.948	Salinity	29.847	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/03/2019 06:17	SST (C)	12.43	Salinity	30.031	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/03/2019 09:17	SST (C)	12.066	Salinity	29.923	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/03/2019 12:17	SST (C)	11.972	Salinity	29.956	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/03/2019 15:17	SST (C)	11.348	Salinity	29.242	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/03/2019 18:17	SST (C)	10.678	Salinity	29.971	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/03/2019 21:17	SST (C)	11.622	Salinity	29.924	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/04/2019 00:17	SST (C)	12.094	Salinity	30.001	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/04/2019 03:17	SST (C)	11.68	Salinity	29.981	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/04/2019 06:17	SST (C)	11.402	Salinity	30.04	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/04/2019 09:17	SST (C)	11.198	Salinity	30.073	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/04/2019 12:17	SST (C)	11.072	Salinity	30.049	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/04/2019 15:17	SST (C)	9.654	Salinity	30.032	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/04/2019 18:17	SST (C)	10.076	Salinity	29.979	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/04/2019 21:17	SST (C)	10.49	Salinity	29.775	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/05/2019 00:17	SST (C)	10.836	Salinity	30.023	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/05/2019 03:17	SST (C)	11.068	Salinity	30.057	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/05/2019 06:17	SST (C)	10.962	Salinity	30.058	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/05/2019 09:17	SST (C)	11.146	Salinity	30.017	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/05/2019 12:17	SST (C)	11.11	Salinity	30.034	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/05/2019 15:17	SST (C)	11.59	Salinity	30.062	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/05/2019 18:17	SST (C)	11.154	Salinity	29.858	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/05/2019 21:17	SST (C)	10.66	Salinity	30.02	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/06/2019 00:17	SST (C)	11.522	Salinity	29.992	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/06/2019 03:17	SST (C)	10.626	Salinity	30.031	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/06/2019 06:17	SST (C)	11.236	Salinity	29.815	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/06/2019 09:17	SST (C)	11.098	Salinity	29.056	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/06/2019 12:17	SST (C)	11.088	Salinity	29.056	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/06/2019 15:17	SST (C)	11.34	Salinity	28.811	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/06/2019 18:17	SST (C)	11.7	Salinity	29.2	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/06/2019 21:17	SST (C)	11.912	Salinity	28.9	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/07/2019 00:17	SST (C)	11.944	Salinity	29.619	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/07/2019 03:17	SST (C)	11.384	Salinity	29.786	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/07/2019 06:17	SST (C)	11.492	Salinity	29.313	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/07/2019 09:17	SST (C)	11.16	Salinity	28.727	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/07/2019 12:17	SST (C)	11.088	Salinity	29.436	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/07/2019 15:17	SST (C)	11.052	Salinity	29.502	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/07/2019 18:17	SST (C)	12.074	Salinity	29.13	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/07/2019 21:17	SST (C)	12.456	Salinity	28.891	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/08/2019 00:17	SST (C)	12.27	Salinity	29.732	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/08/2019 03:17	SST (C)	12.214	Salinity	29.576	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/08/2019 06:17	SST (C)	12.45	Salinity	29.489	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/08/2019 09:17	SST (C)	12.318	Salinity	28.966	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/08/2019 12:17	SST (C)	12.602	Salinity	29.345	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/08/2019 15:17	SST (C)	12.608	Salinity	29.331	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/08/2019 18:17	SST (C)	13.458	Salinity	28.923	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/08/2019 21:17	SST (C)	12.962	Salinity	29.379	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/09/2019 00:17	SST (C)	13.372	Salinity	29.083	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/09/2019 03:17	SST (C)	13.118	Salinity	29.42	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/09/2019 06:17	SST (C)	13.466	Salinity	28.706	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/09/2019 09:17	SST (C)	12.486	Salinity	28.406	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/09/2019 12:17	SST (C)	10.655	Salinity	29.148	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/09/2019 15:17	SST (C)	13.098	Salinity	29.337	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/09/2019 18:17	SST (C)	11.742	Salinity	28.79	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/09/2019 21:17	SST (C)	12.31	Salinity	27.806	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/10/2019 00:17	SST (C)	11.292	Salinity	28.676	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/10/2019 03:17	SST (C)	10.638	Salinity	29.291	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/10/2019 06:17	SST (C)	11.119	Salinity	29.063	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/10/2019 09:17	SST (C)	11.123	Salinity	29.036	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/10/2019 12:17	SST (C)	10.7	Salinity	29.081	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/10/2019 15:17	SST (C)	11.56	Salinity	29.182	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/10/2019 18:17	SST (C)	11.542	Salinity	29.21	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/10/2019 21:17	SST (C)	11.544	Salinity	29.132	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/11/2019 00:17	SST (C)	10.669	Salinity	29.189	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/11/2019 03:17	SST (C)	10.531	Salinity	29.228	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/11/2019 06:17	SST (C)	10.464	Salinity	29.284	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/11/2019 09:17	SST (C)	11.292	Salinity	29.272	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/11/2019 12:17	SST (C)	11.378	Salinity	28.64	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/11/2019 15:17	SST (C)	10.565	Salinity	29.228	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/11/2019 18:17	SST (C)	11.2	Salinity	28.96	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/11/2019 21:17	SST (C)	10.655	Salinity	29.176	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/12/2019 00:17	SST (C)	10.766	Salinity	29.258	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/12/2019 03:17	SST (C)	10.712	Salinity	29.21	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/12/2019 06:17	SST (C)	10.903	Salinity	29.247	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/12/2019 09:17	SST (C)	10.868	Salinity	29.254	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/12/2019 12:17	SST (C)	11.814	Salinity	28.932	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/12/2019 15:17	SST (C)	10.663	Salinity	29.257	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/12/2019 18:17	SST (C)	10.609	Salinity	29.368	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/12/2019 21:17	SST (C)	10.827	Salinity	29.306	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/13/2019 00:17	SST (C)	11.357	Salinity	29.169	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/13/2019 03:17	SST (C)	11.839	Salinity	29.009	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/13/2019 06:17	SST (C)	11.026	Salinity	29.285	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/13/2019 09:17	SST (C)	12.578	Salinity	28.857	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/13/2019 12:17	SST (C)	12.427	Salinity	28.89	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/13/2019 15:17	SST (C)	13.05	Salinity	28.585	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/13/2019 18:17	SST (C)	11.516	Salinity	29.039	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/13/2019 21:17	SST (C)	12.053	Salinity	28.907	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/14/2019 00:17	SST (C)	11.993	Salinity	28.887	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/14/2019 03:17	SST (C)	12.975	Salinity	28.695	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/14/2019 06:17	SST (C)	11.155	Salinity	29.171	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/14/2019 09:17	SST (C)	12.239	Salinity	28.704	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/14/2019 12:17	SST (C)	12.518	Salinity	28.686	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/14/2019 15:17	SST (C)	12.875	Salinity	28.573	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/14/2019 18:17	SST (C)	11.191	Salinity	29.221	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/14/2019 21:17	SST (C)	10.946	Salinity	29.312	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/15/2019 00:17	SST (C)	13.024	Salinity	28.725	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/15/2019 03:17	SST (C)	13.811	Salinity	28.47	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/15/2019 06:17	SST (C)	10.07	Salinity	29.645	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/15/2019 09:17	SST (C)	10.175	Salinity	29.616	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/15/2019 12:17	SST (C)	13.005	Salinity	28.569	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/15/2019 15:17	SST (C)	13.374	Salinity	28.076	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/15/2019 18:17	SST (C)	11.46	Salinity	29.093	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/15/2019 21:17	SST (C)	10.698	Salinity	29.458	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/16/2019 00:17	SST (C)	10.604	Salinity	29.494	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/16/2019 03:17	SST (C)	12.281	Salinity	28.856	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/16/2019 06:17	SST (C)	10.427	Salinity	29.572	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/16/2019 09:17	SST (C)	10.167	Salinity	29.635	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/16/2019 12:17	SST (C)	11.103	Salinity	29.358	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/16/2019 15:17	SST (C)	13.032	Salinity	28.437	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/16/2019 18:17	SST (C)	11.032	Salinity	29.258	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/16/2019 21:17	SST (C)	10.026	Salinity	29.628	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/17/2019 00:17	SST (C)	10.19	Salinity	29.661	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/17/2019 03:17	SST (C)	11.602	Salinity	29.165	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/17/2019 06:17	SST (C)	11.864	Salinity	29.084	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/17/2019 09:17	SST (C)	10.314	Salinity	29.541	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/17/2019 12:17	SST (C)	9.898	Salinity	29.731	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/17/2019 15:17	SST (C)	11.146	Salinity	29.236	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/17/2019 18:17	SST (C)	13.368	Salinity	28.42	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/17/2019 21:17	SST (C)	10.484	Salinity	29.509	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/18/2019 00:17	SST (C)	9.945	Salinity	29.707	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/18/2019 03:17	SST (C)	10.241	Salinity	29.662	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/18/2019 06:17	SST (C)	12.313	Salinity	28.76	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/18/2019 09:17	SST (C)	9.883	Salinity	29.749	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/18/2019 12:17	SST (C)	10.009	Salinity	29.721	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/18/2019 15:17	SST (C)	11.379	Salinity	29.143	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/18/2019 18:17	SST (C)	10.482	Salinity	29.587	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/18/2019 21:17	SST (C)	10.432	Salinity	29.649	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/19/2019 00:17	SST (C)	10.152	Salinity	29.646	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/19/2019 03:17	SST (C)	10.445	Salinity	29.628	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/19/2019 06:17	SST (C)	10.015	Salinity	29.724	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/19/2019 09:17	SST (C)	10.282	Salinity	29.632	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/19/2019 12:17	SST (C)	9.812	Salinity	29.82	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/19/2019 15:17	SST (C)	10.454	Salinity	29.634	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/19/2019 18:17	SST (C)	10.225	Salinity	29.676	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/19/2019 21:17	SST (C)	10.132	Salinity	29.7	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/20/2019 00:17	SST (C)	10.39	Salinity	29.696	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/20/2019 03:17	SST (C)	9.804	Salinity	29.848	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/20/2019 06:17	SST (C)	10.274	Salinity	29.735	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/20/2019 09:17	SST (C)	11.233	Salinity	29.63	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/20/2019 12:17	SST (C)	10.131	Salinity	29.746	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/20/2019 15:17	SST (C)	10.139	Salinity	29.77	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/20/2019 18:17	SST (C)	10.46	Salinity	29.675	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/20/2019 21:17	SST (C)	10.282	Salinity	29.756	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/21/2019 00:17	SST (C)	9.976	Salinity	29.799	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/21/2019 03:17	SST (C)	9.885	Salinity	29.847	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/21/2019 06:17	SST (C)	10.536	Salinity	29.778	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/21/2019 09:17	SST (C)	11.06	Salinity	29.728	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/21/2019 12:17	SST (C)	10.515	Salinity	29.738	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/21/2019 15:17	SST (C)	11.03	Salinity	29.618	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/21/2019 18:17	SST (C)	11.62	Salinity	29.546	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/21/2019 21:17	SST (C)	12.349	Salinity	28.831	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/22/2019 00:17	SST (C)	11.855	Salinity	29.34	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/22/2019 03:17	SST (C)	11.727	Salinity	29.416	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/22/2019 06:17	SST (C)	12.052	Salinity	29.198	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/22/2019 09:17	SST (C)	12.91	Salinity	28.122	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/22/2019 12:17	SST (C)	11.072	Salinity	29.509	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/22/2019 15:17	SST (C)	11.677	Salinity	29.246	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/22/2019 18:17	SST (C)	12.498	Salinity	28.697	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/22/2019 21:17	SST (C)	13.107	Salinity	28.054	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/23/2019 00:17	SST (C)	11.717	Salinity	29.364	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/23/2019 03:17	SST (C)	11.883	Salinity	29.269	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/23/2019 06:17	SST (C)	12.247	Salinity	29.031	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/23/2019 09:17	SST (C)	12.502	Salinity	28.84	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/23/2019 12:17	SST (C)	11.707	Salinity	29.352	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/23/2019 15:17	SST (C)	11.673	Salinity	29.433	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/23/2019 18:17	SST (C)	11.88	Salinity	29.374	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/23/2019 21:17	SST (C)	13.235	Salinity	27.928	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/24/2019 00:17	SST (C)	12.706	Salinity	29.491	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/24/2019 03:17	SST (C)	12.914	Salinity	29.607	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/24/2019 06:17	SST (C)	12.942	Salinity	29.588	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/24/2019 09:17	SST (C)	12.778	Salinity	29.129	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/24/2019 12:17	SST (C)	12.742	Salinity	29.234	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/24/2019 15:17	SST (C)	12.774	Salinity	29.264	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/24/2019 18:17	SST (C)	12.598	Salinity	29.404	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/24/2019 21:17	SST (C)	12.598	Salinity	29.605	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/25/2019 00:17	SST (C)	12.568	Salinity	29.478	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/25/2019 03:17	SST (C)	12.452	Salinity	29.445	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/25/2019 06:17	SST (C)	12.9	Salinity	29.479	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/25/2019 09:17	SST (C)	12.318	Salinity	29.524	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/25/2019 12:17	SST (C)	11.77	Salinity	29.517	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/25/2019 15:17	SST (C)	12.088	Salinity	29.586	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
06/25/2019 18:17	SST (C)	13.46	Salinity	29.452	3	"SBE16 data unavailable, corrected OTT PLS-C data used"
